Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
70673.0,1055.627,423.9374,213.3525,71608.0,299.9728,0.8641,0.9869,0.6568,0.797,1.987,0.7076,CERCEVELIK
93982.0,1220.094,486.5058,247.5234,95165.0,345.9214,0.8609,0.9876,0.6997,0.7934,1.9655,0.711,CERCEVELIK
52342.0,953.992,409.2241,163.8458,52796.0,258.1548,0.9163,0.9914,0.6559,0.7227,2.4976,0.6308,URGUP_SIVRISI
74717.0,1094.608,440.8381,216.1998,75451.0,308.4358,0.8715,0.9903,0.7234,0.7836,2.039,0.6997,CERCEVELIK
95735.0,1270.696,529.7211,231.0347,96500.0,349.1326,0.8999,0.9921,0.7282,0.7451,2.2928,0.6591,URGUP_SIVRISI
106232.0,1349.849,577.2489,234.7997,107137.0,367.7755,0.9135,0.9916,0.7379,0.7326,2.4585,0.6371,URGUP_SIVRISI
64005.0,970.523,374.1578,218.5676,64565.0,285.471,0.8116,0.9913,0.7444,0.8539,1.7119,0.763,CERCEVELIK
79564.0,1111.074,433.5245,234.7559,80291.0,318.2829,0.8407,0.9909,0.7274,0.8099,1.8467,0.7342,CERCEVELIK
109606.0,1378.055,588.6804,237.4768,110312.0,373.5702,0.915,0.9936,0.5707,0.7253,2.4789,0.6346,URGUP_SIVRISI
73864.0,1047.138,411.1656,229.4863,74691.0,306.6701,0.8297,0.9889,0.7506,0.8465,1.7917,0.7459,CERCEVELIK
81699.0,1192.305,507.8643,206.5593,82471.0,322.525,0.9136,0.9906,0.6794,0.7222,2.4587,0.6351,URGUP_SIVRISI
104263.0,1261.525,488.8553,272.7207,105537.0,364.3512,0.8299,0.9879,0.6803,0.8233,1.7925,0.7453,CERCEVELIK
61022.0,1034.116,441.7311,178.0289,61763.0,278.7393,0.9152,0.988,0.7457,0.7171,2.4812,0.631,URGUP_SIVRISI
69924.0,1006.757,388.4735,229.6952,70530.0,298.379,0.8065,0.9914,0.7286,0.8669,1.6913,0.7681,CERCEVELIK
65739.0,999.645,394.7692,212.8996,66429.0,289.3121,0.8421,0.9896,0.6483,0.8267,1.8543,0.7329,CERCEVELIK
72953.0,1034.28,405.9594,229.7254,73556.0,304.7731,0.8245,0.9918,0.7216,0.857,1.7672,0.7507,CERCEVELIK
73827.0,1077.447,430.5646,219.4656,74631.0,306.5933,0.8603,0.9892,0.7265,0.7992,1.9619,0.7121,CERCEVELIK
64253.0,984.319,389.2851,211.2346,65069.0,286.0235,0.84,0.9875,0.7335,0.8334,1.8429,0.7347,CERCEVELIK
60291.0,1020.062,402.442,193.899,61478.0,277.0648,0.8763,0.9807,0.7556,0.7281,2.0755,0.6885,URGUP_SIVRISI
75714.0,1087.855,444.7661,217.8407,76370.0,310.4868,0.8718,0.9914,0.6686,0.804,2.0417,0.6981,URGUP_SIVRISI
65691.0,1122.062,492.8912,170.134,66383.0,289.2065,0.9385,0.9896,0.468,0.6557,2.8971,0.5868,URGUP_SIVRISI
65563.0,984.774,393.3192,212.8785,66035.0,288.9246,0.8409,0.9929,0.7296,0.8496,1.8476,0.7346,CERCEVELIK
59856.0,978.841,407.093,188.2279,60556.0,276.0634,0.8867,0.9884,0.7447,0.785,2.1628,0.6781,URGUP_SIVRISI
93330.0,1278.152,549.0873,217.0727,94094.0,344.7194,0.9185,0.9919,0.7556,0.7179,2.5295,0.6278,URGUP_SIVRISI
66703.0,1012.304,400.7618,212.7692,67626.0,291.4256,0.8474,0.9864,0.7386,0.818,1.8836,0.7272,CERCEVELIK
93398.0,1241.998,509.9614,234.5406,94916.0,344.8449,0.888,0.984,0.7422,0.7609,2.1743,0.6762,URGUP_SIVRISI
74431.0,1046.008,408.087,232.7185,75075.0,307.8449,0.8215,0.9914,0.6733,0.8549,1.7536,0.7544,CERCEVELIK
77348.0,1103.371,452.0297,218.6667,78310.0,313.8193,0.8752,0.9877,0.6662,0.7984,2.0672,0.6942,URGUP_SIVRISI
88264.0,1156.395,461.0047,244.569,89044.0,335.2331,0.8477,0.9912,0.7685,0.8294,1.885,0.7272,CERCEVELIK
84810.0,1213.226,505.6155,214.8625,86020.0,328.6083,0.9052,0.9859,0.5465,0.7241,2.3532,0.6499,CERCEVELIK
79591.0,1103.068,426.803,241.1702,80987.0,318.3369,0.825,0.9828,0.7244,0.822,1.7697,0.7459,CERCEVELIK
76016.0,1061.891,420.9842,230.6937,76632.0,311.1054,0.8365,0.992,0.7488,0.8471,1.8249,0.739,CERCEVELIK
95740.0,1186.055,451.5354,271.3979,96724.0,349.1417,0.7992,0.9898,0.7203,0.8553,1.6637,0.7732,CERCEVELIK
91187.0,1214.702,500.7215,233.268,91961.0,340.7387,0.8849,0.9916,0.7031,0.7766,2.1466,0.6805,URGUP_SIVRISI
91678.0,1228.293,511.9812,228.8223,92459.0,341.6549,0.8946,0.9916,0.65,0.7636,2.2375,0.6673,URGUP_SIVRISI
74308.0,1072.883,428.3555,221.2116,74988.0,307.5904,0.8563,0.9909,0.7217,0.8112,1.9364,0.7181,CERCEVELIK
76372.0,1130.995,484.2132,201.2015,76928.0,311.833,0.9096,0.9928,0.7454,0.7503,2.4066,0.644,URGUP_SIVRISI
99270.0,1245.963,495.6917,255.7247,100359.0,355.52,0.8567,0.9891,0.6966,0.8036,1.9384,0.7172,URGUP_SIVRISI
78618.0,1174.681,475.5418,212.0995,79874.0,316.3851,0.895,0.9843,0.5588,0.716,2.2421,0.6653,URGUP_SIVRISI
75034.0,1161.204,502.0237,191.9763,75714.0,309.0894,0.924,0.991,0.6027,0.6993,2.615,0.6157,URGUP_SIVRISI
80150.0,1130.443,447.8462,228.7348,80928.0,319.4529,0.8597,0.9904,0.6395,0.7882,1.9579,0.7133,CERCEVELIK
70646.0,1049.483,418.7581,216.4146,71401.0,299.9155,0.8561,0.9894,0.623,0.806,1.935,0.7162,CERCEVELIK
86271.0,1103.9,413.2415,266.7061,87011.0,331.4267,0.7638,0.9915,0.7407,0.8896,1.5494,0.802,CERCEVELIK
81198.0,1118.627,444.9393,233.4215,81990.0,321.5346,0.8513,0.9903,0.7148,0.8154,1.9062,0.7226,CERCEVELIK
87913.0,1169.888,445.6384,252.9865,89481.0,334.5659,0.8232,0.9825,0.7415,0.8072,1.7615,0.7508,CERCEVELIK
69069.0,986.683,371.6018,237.0034,69623.0,296.5491,0.7702,0.992,0.7436,0.8915,1.5679,0.798,CERCEVELIK
80206.0,1129.585,464.6505,220.3904,80860.0,319.5645,0.8804,0.9919,0.7025,0.7899,2.1083,0.6878,CERCEVELIK
69874.0,1030.884,414.5119,215.2024,70445.0,298.2723,0.8547,0.9919,0.6334,0.8262,1.9261,0.7196,CERCEVELIK
97725.0,1308.444,557.3061,224.2349,99120.0,352.7426,0.9155,0.9859,0.7723,0.7173,2.4854,0.6329,URGUP_SIVRISI
100296.0,1302.282,545.71,235.5925,101503.0,357.3525,0.902,0.9881,0.6819,0.7432,2.3163,0.6548,URGUP_SIVRISI
93104.0,1223.003,510.9152,232.4347,93789.0,344.3017,0.8905,0.9927,0.7188,0.7822,2.1981,0.6739,URGUP_SIVRISI
98568.0,1373.866,561.5072,226.9396,100509.0,354.2607,0.9147,0.9807,0.5299,0.6562,2.4743,0.6309,URGUP_SIVRISI
95640.0,1169.545,431.1888,283.3884,96803.0,348.9594,0.7537,0.988,0.7437,0.8786,1.5215,0.8093,CERCEVELIK
83512.0,1077.152,405.1468,262.808,84085.0,326.084,0.7611,0.9932,0.761,0.9045,1.5416,0.8049,CERCEVELIK
49673.0,950.267,408.7322,155.4211,50306.0,251.4868,0.9249,0.9874,0.6499,0.6913,2.6298,0.6153,URGUP_SIVRISI
50731.0,960.182,422.6272,154.002,51230.0,254.151,0.9312,0.9903,0.7071,0.6915,2.7443,0.6014,URGUP_SIVRISI
71747.0,1039.348,410.1917,223.386,72431.0,302.2435,0.8387,0.9906,0.7445,0.8346,1.8362,0.7368,CERCEVELIK
79071.0,1089.765,422.3434,240.724,80002.0,317.2953,0.8217,0.9884,0.6704,0.8367,1.7545,0.7513,CERCEVELIK
66784.0,1045.219,433.0448,197.2946,67349.0,291.6025,0.8902,0.9916,0.6877,0.7682,2.1949,0.6734,URGUP_SIVRISI
83801.0,1137.986,448.6629,238.9784,84733.0,326.6477,0.8463,0.989,0.7438,0.8132,1.8774,0.728,CERCEVELIK
103529.0,1331.48,561.6831,236.1687,104513.0,363.0664,0.9073,0.9906,0.7492,0.7338,2.3783,0.6464,URGUP_SIVRISI
89611.0,1237.91,524.5894,218.8056,90502.0,337.7814,0.9089,0.9902,0.5429,0.7348,2.3975,0.6439,URGUP_SIVRISI
85196.0,1160.292,460.6199,236.2519,86017.0,329.3553,0.8584,0.9905,0.6508,0.7952,1.9497,0.715,CERCEVELIK
102906.0,1331.486,564.3474,234.3835,104774.0,361.9724,0.9097,0.9822,0.653,0.7294,2.4078,0.6414,URGUP_SIVRISI
90535.0,1163.806,450.5074,258.1205,91927.0,339.5184,0.8196,0.9849,0.7492,0.84,1.7453,0.7536,CERCEVELIK
84227.0,1116.774,432.3185,249.1444,85078.0,327.4769,0.8172,0.99,0.6747,0.8487,1.7352,0.7575,CERCEVELIK
78407.0,1107.222,444.5431,226.3231,79262.0,315.9603,0.8607,0.9892,0.717,0.8037,1.9642,0.7108,CERCEVELIK
88927.0,1219.845,511.5318,222.0105,89616.0,336.4898,0.9009,0.9923,0.6439,0.751,2.3041,0.6578,URGUP_SIVRISI
98009.0,1319.388,553.2845,226.8865,98921.0,353.2548,0.9121,0.9908,0.6855,0.7075,2.4386,0.6385,URGUP_SIVRISI
86264.0,1142.898,459.2949,239.8484,87031.0,331.4132,0.8528,0.9912,0.7476,0.8299,1.9149,0.7216,CERCEVELIK
59466.0,912.152,340.6951,222.9567,59949.0,275.1626,0.7561,0.9919,0.7382,0.8981,1.5281,0.8077,CERCEVELIK
72689.0,1031.99,405.1174,228.8991,73271.0,304.2212,0.8251,0.9921,0.7188,0.8577,1.7699,0.7509,CERCEVELIK
81221.0,1088.565,415.7956,249.4503,81921.0,321.5801,0.8,0.9915,0.7329,0.8613,1.6668,0.7734,CERCEVELIK
66153.0,1049.079,436.801,193.3576,66781.0,290.2217,0.8967,0.9906,0.588,0.7553,2.259,0.6644,URGUP_SIVRISI
94786.0,1204.702,480.4248,252.174,95545.0,347.3979,0.8512,0.9921,0.7352,0.8207,1.9051,0.7231,URGUP_SIVRISI
59729.0,935.054,351.2843,217.6438,60476.0,275.7704,0.7849,0.9876,0.7135,0.8585,1.614,0.785,CERCEVELIK
75035.0,1092.214,439.5387,218.7103,75771.0,309.0915,0.8674,0.9903,0.6043,0.7904,2.0097,0.7032,CERCEVELIK
99050.0,1317.454,555.2837,227.7509,100015.0,355.1259,0.912,0.9904,0.6905,0.7171,2.4381,0.6395,URGUP_SIVRISI
53554.0,921.665,372.0836,184.0684,54082.0,261.1265,0.8691,0.9902,0.6261,0.7922,2.0214,0.7018,URGUP_SIVRISI
72465.0,1059.339,423.733,219.1794,73571.0,303.752,0.8558,0.985,0.698,0.8115,1.9333,0.7168,CERCEVELIK
98057.0,1245.759,494.1896,255.1054,99281.0,353.3413,0.8565,0.9877,0.6248,0.794,1.9372,0.715,CERCEVELIK
88217.0,1154.669,453.9912,248.9479,89079.0,335.1438,0.8362,0.9903,0.7232,0.8315,1.8236,0.7382,URGUP_SIVRISI
73241.0,1016.409,384.3956,244.0753,73821.0,305.3741,0.7725,0.9921,0.7141,0.8909,1.5749,0.7944,CERCEVELIK
112682.0,1361.841,557.6689,259.8084,113842.0,378.7759,0.8848,0.9898,0.5933,0.7635,2.1465,0.6792,URGUP_SIVRISI
65336.0,1004.301,393.7618,211.9612,66049.0,288.424,0.8428,0.9892,0.6664,0.814,1.8577,0.7325,CERCEVELIK
87044.0,1125.883,423.9326,262.8633,87868.0,332.9082,0.7846,0.9906,0.7154,0.8629,1.6127,0.7853,CERCEVELIK
97634.0,1331.159,578.8667,216.7532,98397.0,352.5783,0.9272,0.9922,0.737,0.6924,2.6706,0.6091,URGUP_SIVRISI
84542.0,1169.42,483.3424,224.0558,85293.0,328.0887,0.8861,0.9912,0.617,0.7769,2.1572,0.6788,URGUP_SIVRISI
75634.0,1110.387,429.9836,229.97,76640.0,310.3227,0.845,0.9869,0.5793,0.7709,1.8697,0.7217,URGUP_SIVRISI
64470.0,1032.564,433.7143,189.7148,65067.0,286.5061,0.8993,0.9908,0.7422,0.7599,2.2861,0.6606,URGUP_SIVRISI
64769.0,955.049,353.0822,234.5029,65396.0,287.1697,0.7476,0.9904,0.7447,0.8923,1.5057,0.8133,CERCEVELIK
93924.0,1172.49,450.5382,266.2257,94692.0,345.8146,0.8067,0.9919,0.7296,0.8586,1.6923,0.7676,CERCEVELIK
96580.0,1213.308,464.0005,266.1265,97873.0,350.67,0.8192,0.9868,0.7444,0.8244,1.7435,0.7558,CERCEVELIK
73412.0,1053.637,419.7002,224.0424,74165.0,305.7304,0.8456,0.9898,0.6482,0.831,1.8733,0.7284,CERCEVELIK
71746.0,1139.119,497.1878,184.398,72356.0,302.2414,0.9287,0.9916,0.6544,0.6948,2.6963,0.6079,URGUP_SIVRISI
81999.0,1205.9,521.286,200.6103,82686.0,323.1166,0.923,0.9917,0.567,0.7086,2.5985,0.6198,URGUP_SIVRISI
55373.0,997.821,426.3327,166.4057,55938.0,265.5242,0.9207,0.9899,0.5626,0.6989,2.562,0.6228,URGUP_SIVRISI
96389.0,1199.822,465.6498,264.5567,97092.0,350.3231,0.8229,0.9928,0.7441,0.8414,1.7601,0.7523,CERCEVELIK
71792.0,1028.771,402.3638,228.4777,72478.0,302.3382,0.8231,0.9905,0.7488,0.8524,1.7611,0.7514,CERCEVELIK
79755.0,1146.431,470.3888,217.8296,80649.0,318.6647,0.8863,0.9889,0.7175,0.7626,2.1594,0.6774,URGUP_SIVRISI
71069.0,1043.659,407.9111,222.7584,71891.0,300.812,0.8377,0.9886,0.7294,0.8199,1.8312,0.7374,CERCEVELIK
91455.0,1203.49,491.3347,237.4701,92255.0,341.2391,0.8754,0.9913,0.6791,0.7935,2.069,0.6945,CERCEVELIK
62584.0,1017.196,345.0958,233.8076,64781.0,282.2843,0.7355,0.9661,0.7357,0.7601,1.476,0.818,CERCEVELIK
55848.0,936.426,383.984,185.8999,56278.0,266.6606,0.875,0.9924,0.7272,0.8003,2.0655,0.6945,URGUP_SIVRISI
61861.0,1002.167,406.3739,195.9748,62618.0,280.649,0.876,0.9879,0.5856,0.774,2.0736,0.6906,URGUP_SIVRISI
73759.0,1122.909,475.6889,199.4182,74530.0,306.4521,0.9079,0.9897,0.7054,0.7351,2.3854,0.6442,URGUP_SIVRISI
50475.0,973.272,398.3902,162.796,51385.0,253.5089,0.9127,0.9823,0.7591,0.6696,2.4472,0.6363,URGUP_SIVRISI
68607.0,1004.027,385.8641,227.7052,69396.0,295.5557,0.8073,0.9886,0.7031,0.8552,1.6946,0.766,CERCEVELIK
92150.0,1202.607,469.3404,251.1938,93174.0,342.5332,0.8447,0.989,0.7295,0.8007,1.8684,0.7298,CERCEVELIK
82717.0,1171.963,492.4993,214.9483,83420.0,324.5282,0.8997,0.9916,0.6853,0.7568,2.2912,0.6589,URGUP_SIVRISI
76888.0,1096.988,441.4888,222.5849,77743.0,312.8847,0.8636,0.989,0.6414,0.8029,1.9835,0.7087,CERCEVELIK
99376.0,1228.327,496.8541,255.3083,99931.0,355.7098,0.8579,0.9944,0.6471,0.8277,1.9461,0.7159,URGUP_SIVRISI
91825.0,1178.542,456.1275,257.5669,92739.0,341.9287,0.8253,0.9901,0.7361,0.8308,1.7709,0.7496,CERCEVELIK
84942.0,1144.61,461.0415,235.1761,85679.0,328.864,0.8601,0.9914,0.7437,0.8147,1.9604,0.7133,URGUP_SIVRISI
81531.0,1145.799,458.4715,227.7827,82479.0,322.1933,0.8678,0.9885,0.769,0.7804,2.0128,0.7028,CERCEVELIK
77867.0,1124.85,471.2584,210.7998,78472.0,314.8704,0.8944,0.9923,0.7449,0.7733,2.2356,0.6681,URGUP_SIVRISI
73288.0,1020.899,385.1922,243.4684,74070.0,305.4721,0.7749,0.9894,0.7388,0.8836,1.5821,0.793,CERCEVELIK
73987.0,1081.664,446.729,211.4292,74587.0,306.9254,0.8809,0.992,0.7459,0.7947,2.1129,0.6871,CERCEVELIK
96928.0,1294.743,549.5187,225.8746,97845.0,351.3012,0.9116,0.9906,0.6241,0.7266,2.4328,0.6393,URGUP_SIVRISI
81479.0,1256.515,555.6465,189.8791,82557.0,322.0905,0.9398,0.9869,0.7438,0.6485,2.9263,0.5797,URGUP_SIVRISI
107935.0,1264.572,493.671,280.9771,108930.0,370.7116,0.8222,0.9909,0.6985,0.8482,1.757,0.7509,URGUP_SIVRISI
80184.0,1083.688,422.7077,242.2911,80947.0,319.5206,0.8194,0.9906,0.7315,0.858,1.7446,0.7559,CERCEVELIK
55552.0,962.99,402.1519,176.3931,56167.0,265.953,0.8987,0.9891,0.6813,0.7528,2.2799,0.6613,URGUP_SIVRISI
92478.0,1155.05,442.2674,266.9829,93163.0,343.1423,0.7972,0.9926,0.735,0.8711,1.6565,0.7759,CERCEVELIK
58670.0,995.8,422.0411,177.3387,59180.0,273.3148,0.9074,0.9914,0.6106,0.7435,2.3799,0.6476,URGUP_SIVRISI
68421.0,1051.534,427.9692,204.6612,69170.0,295.1547,0.8782,0.9892,0.7506,0.7776,2.0911,0.6897,URGUP_SIVRISI
74735.0,1088.097,450.2176,212.0164,75369.0,308.4729,0.8822,0.9916,0.7742,0.7932,2.1235,0.6852,CERCEVELIK
106032.0,1345.16,562.2168,242.1901,106974.0,367.4291,0.9025,0.9912,0.5597,0.7364,2.3214,0.6535,URGUP_SIVRISI
99569.0,1319.998,555.5475,230.5754,100832.0,356.055,0.9098,0.9875,0.6417,0.7181,2.4094,0.6409,URGUP_SIVRISI
66458.0,992.051,381.5638,222.5322,67118.0,290.8899,0.8123,0.9902,0.7396,0.8486,1.7146,0.7624,CERCEVELIK
63159.0,949.663,361.8204,223.0287,63663.0,283.5781,0.7874,0.9921,0.7082,0.88,1.6223,0.7838,CERCEVELIK
85408.0,1197.405,486.2366,224.8465,86798.0,329.7648,0.8867,0.984,0.5808,0.7486,2.1625,0.6782,URGUP_SIVRISI
76581.0,1052.565,384.2641,255.8821,77744.0,312.2594,0.746,0.985,0.7067,0.8686,1.5017,0.8126,CERCEVELIK
72007.0,1067.726,429.3661,214.5378,72908.0,302.7906,0.8662,0.9876,0.6383,0.7937,2.0014,0.7052,CERCEVELIK
66682.0,1004.941,385.9904,221.3974,67537.0,291.3798,0.8191,0.9873,0.6488,0.8297,1.7434,0.7549,CERCEVELIK
75842.0,1062.283,412.3576,235.4546,76588.0,310.7491,0.821,0.9903,0.7273,0.8446,1.7513,0.7536,CERCEVELIK
100505.0,1212.461,462.001,278.3735,101522.0,357.7247,0.7981,0.99,0.7302,0.8591,1.6596,0.7743,CERCEVELIK
78756.0,1211.882,529.8497,190.3297,79847.0,316.6627,0.9333,0.9863,0.7384,0.6739,2.7839,0.5976,URGUP_SIVRISI
68837.0,1017.957,397.0835,223.0049,69600.0,296.0507,0.8274,0.989,0.6763,0.8348,1.7806,0.7456,CERCEVELIK
84253.0,1193.276,502.8338,213.714,85011.0,327.5275,0.9052,0.9911,0.6348,0.7436,2.3528,0.6514,URGUP_SIVRISI
95029.0,1182.327,445.366,273.9151,95885.0,347.8429,0.7885,0.9911,0.6947,0.8543,1.6259,0.781,CERCEVELIK
56882.0,926.303,368.015,197.4554,57544.0,269.1178,0.8439,0.9885,0.7403,0.8331,1.8638,0.7313,CERCEVELIK
82860.0,1261.731,513.7139,207.4564,84114.0,324.8086,0.9148,0.9851,0.7722,0.6541,2.4763,0.6323,URGUP_SIVRISI
80481.0,1105.159,440.6685,233.3747,81334.0,320.1118,0.8483,0.9895,0.6674,0.828,1.8882,0.7264,CERCEVELIK
68964.0,1040.822,407.1968,218.7254,70045.0,296.3236,0.8435,0.9846,0.6311,0.8,1.8617,0.7277,CERCEVELIK
80935.0,1115.246,445.9011,232.0186,81653.0,321.0135,0.854,0.9912,0.6574,0.8177,1.9218,0.7199,URGUP_SIVRISI
95759.0,1261.524,524.2809,234.275,96648.0,349.1764,0.8946,0.9908,0.7249,0.7561,2.2379,0.666,URGUP_SIVRISI
70499.0,1138.229,458.5958,196.779,71760.0,299.6033,0.9033,0.9824,0.7245,0.6838,2.3305,0.6533,URGUP_SIVRISI
91329.0,1237.633,509.1276,229.5984,92246.0,341.004,0.8925,0.9901,0.5864,0.7493,2.2175,0.6698,URGUP_SIVRISI
74565.0,1108.596,447.5146,212.7916,75400.0,308.1219,0.8797,0.9889,0.6968,0.7624,2.1031,0.6885,CERCEVELIK
75143.0,1032.369,397.2112,241.3828,75724.0,309.3138,0.7942,0.9923,0.7404,0.886,1.6456,0.7787,CERCEVELIK
61151.0,952.263,364.6161,214.8698,62025.0,279.0338,0.8079,0.9859,0.7313,0.8474,1.6969,0.7653,CERCEVELIK
73755.0,1110.608,462.093,205.238,74576.0,306.4438,0.896,0.989,0.7517,0.7514,2.2515,0.6632,URGUP_SIVRISI
68805.0,1048.514,427.2525,205.8875,69472.0,295.9818,0.8762,0.9904,0.7786,0.7865,2.0752,0.6928,CERCEVELIK
70357.0,1021.863,402.984,222.6195,70876.0,299.3014,0.8336,0.9927,0.7653,0.8467,1.8102,0.7427,CERCEVELIK
72356.0,1056.731,416.6535,222.7646,73449.0,303.5235,0.8451,0.9851,0.7225,0.8142,1.8704,0.7285,URGUP_SIVRISI
91005.0,1253.767,528.1585,220.5623,92214.0,340.3985,0.9086,0.9869,0.596,0.7275,2.3946,0.6445,URGUP_SIVRISI
94555.0,1271.262,533.2778,226.8304,95804.0,346.9743,0.905,0.987,0.5474,0.7352,2.351,0.6506,URGUP_SIVRISI
92472.0,1160.847,439.7017,269.5813,93335.0,343.1312,0.79,0.9908,0.7365,0.8623,1.6311,0.7804,CERCEVELIK
94907.0,1165.418,447.2711,271.3401,95558.0,347.6195,0.795,0.9932,0.7462,0.8781,1.6484,0.7772,CERCEVELIK
97062.0,1261.369,523.0721,237.0333,97949.0,351.544,0.8914,0.9909,0.5762,0.7666,2.2067,0.6721,URGUP_SIVRISI
72484.0,1154.288,480.2578,192.8015,73387.0,303.7919,0.9159,0.9877,0.6522,0.6836,2.4909,0.6326,URGUP_SIVRISI
72370.0,1055.123,418.4959,221.098,73405.0,303.5529,0.849,0.9859,0.6399,0.8169,1.8928,0.7253,CERCEVELIK
80595.0,1175.208,497.381,207.461,81293.0,320.3385,0.9089,0.9914,0.5815,0.7333,2.3975,0.6441,URGUP_SIVRISI
80375.0,1112.359,433.3406,238.4624,81364.0,319.901,0.835,0.9878,0.6576,0.8163,1.8172,0.7382,CERCEVELIK
62381.0,958.389,353.404,225.5972,63216.0,281.8261,0.7697,0.9868,0.7103,0.8535,1.5665,0.7975,CERCEVELIK
76774.0,1112.949,460.2221,212.8887,77445.0,312.6527,0.8866,0.9913,0.6331,0.7789,2.1618,0.6794,URGUP_SIVRISI
97110.0,1253.943,517.845,239.2632,98045.0,351.6309,0.8869,0.9905,0.5879,0.7761,2.1643,0.679,URGUP_SIVRISI
105143.0,1299.201,528.163,254.0569,105965.0,365.8855,0.8767,0.9922,0.6106,0.7828,2.0789,0.6928,CERCEVELIK
92954.0,1179.934,465.6502,255.44,93932.0,344.0243,0.8361,0.9896,0.742,0.839,1.8229,0.7388,CERCEVELIK
81185.0,1155.989,486.2447,213.2905,81776.0,321.5089,0.8987,0.9928,0.744,0.7634,2.2797,0.6612,URGUP_SIVRISI
77346.0,1118.705,453.5943,218.0136,78335.0,313.8152,0.8769,0.9874,0.7359,0.7766,2.0806,0.6918,URGUP_SIVRISI
124268.0,1448.55,610.5165,259.8887,125239.0,397.7725,0.9049,0.9922,0.5638,0.7442,2.3491,0.6515,URGUP_SIVRISI
101872.0,1235.253,480.9564,270.7833,102668.0,360.1492,0.8264,0.9922,0.68,0.839,1.7762,0.7488,CERCEVELIK
63928.0,1029.559,412.399,198.9269,64857.0,285.2992,0.876,0.9857,0.7424,0.7579,2.0731,0.6918,URGUP_SIVRISI
69307.0,1066.605,446.5278,198.2488,69864.0,297.0596,0.896,0.992,0.7394,0.7656,2.2524,0.6653,URGUP_SIVRISI
103437.0,1252.586,492.4117,268.2352,104424.0,362.9051,0.8386,0.9905,0.7225,0.8285,1.8357,0.737,URGUP_SIVRISI
82031.0,1108.321,429.8897,243.2943,82716.0,323.1797,0.8244,0.9917,0.7016,0.8392,1.767,0.7518,CERCEVELIK
82196.0,1141.067,466.2324,225.8543,82991.0,323.5046,0.8748,0.9904,0.6702,0.7933,2.0643,0.6939,CERCEVELIK
90427.0,1198.203,496.1649,232.5005,91102.0,339.3158,0.8834,0.9926,0.6819,0.7915,2.134,0.6839,URGUP_SIVRISI
70796.0,1016.392,387.4363,233.6853,71449.0,300.2337,0.7976,0.9909,0.6775,0.8612,1.6579,0.7749,CERCEVELIK
82029.0,1103.206,428.6908,244.9967,83039.0,323.1758,0.8206,0.9878,0.7276,0.847,1.7498,0.7539,CERCEVELIK
92239.0,1213.792,484.2714,245.4672,93341.0,342.6986,0.862,0.9882,0.6955,0.7867,1.9729,0.7077,CERCEVELIK
85020.0,1146.008,453.3595,239.2618,85812.0,329.0149,0.8494,0.9908,0.6954,0.8135,1.8948,0.7257,CERCEVELIK
88901.0,1130.148,435.9188,260.4888,89632.0,336.4406,0.8018,0.9918,0.7272,0.8747,1.6735,0.7718,CERCEVELIK
75406.0,1078.604,433.8408,223.0218,76149.0,309.8546,0.8578,0.9902,0.6168,0.8145,1.9453,0.7142,CERCEVELIK
73320.0,1082.988,447.8136,209.463,74067.0,305.5387,0.8839,0.9899,0.5872,0.7856,2.1379,0.6823,URGUP_SIVRISI
71121.0,1068.827,431.344,210.8319,71930.0,300.922,0.8724,0.9888,0.7483,0.7823,2.0459,0.6976,CERCEVELIK
74286.0,1119.418,469.9465,202.6598,75036.0,307.5449,0.9022,0.99,0.7523,0.745,2.3189,0.6544,URGUP_SIVRISI
83568.0,1108.331,426.2496,250.0198,84328.0,326.1933,0.8099,0.991,0.7064,0.8549,1.7049,0.7653,CERCEVELIK
79174.0,1194.821,515.6061,196.5615,79957.0,317.5019,0.9245,0.9902,0.5387,0.6969,2.6231,0.6158,URGUP_SIVRISI
88290.0,1220.331,513.8647,221.1451,88954.0,335.2824,0.9027,0.9925,0.6897,0.745,2.3237,0.6525,URGUP_SIVRISI
70202.0,1076.387,439.2248,204.5838,71425.0,298.9715,0.8849,0.9829,0.7479,0.7614,2.1469,0.6807,CERCEVELIK
95149.0,1234.35,502.4897,241.8111,96002.0,348.0625,0.8766,0.9911,0.7231,0.7848,2.078,0.6927,URGUP_SIVRISI
60409.0,988.186,406.4673,190.2431,61098.0,277.3358,0.8837,0.9887,0.733,0.7774,2.1366,0.6823,CERCEVELIK
76059.0,1109.458,440.3788,222.5148,76849.0,311.1934,0.863,0.9897,0.7666,0.7765,1.9791,0.7066,URGUP_SIVRISI
76780.0,1078.229,426.1421,231.1348,77503.0,312.6649,0.8401,0.9907,0.7013,0.8299,1.8437,0.7337,CERCEVELIK
79239.0,1131.803,468.3198,216.2943,79958.0,317.6322,0.887,0.991,0.6729,0.7773,2.1652,0.6782,URGUP_SIVRISI
79459.0,1160.774,492.1048,206.1489,80229.0,318.0729,0.908,0.9904,0.7249,0.7411,2.3871,0.6464,URGUP_SIVRISI
72889.0,1134.729,480.5314,194.6673,73595.0,304.6394,0.9143,0.9904,0.5299,0.7114,2.4685,0.634,URGUP_SIVRISI
